Label Photo,Upload Date,Client Type,Client Location,Client Location Accuracy
https://images.vivino.com/labels/rpdiiYmqSvmR-4loh_U5cQ.jpg,2017-12-24T18:32:44Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/JwKSjr2mQE2gJrlubJ5MNQ.jpg,2017-12-24T18:33:44Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/22s3IM0wRFyjcDl7H1taRw.jpg,2017-12-24T18:37:47Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/WFAFmSrhTIuAuexZCWq7Ag.jpg,2017-12-24T18:38:06Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/KQKO4B--SVSws3ubElC-rw.jpg,2017-12-24T18:39:07Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/Nr3EQJ8VS6K0FzkqQwLkIw.jpg,2017-12-24T18:40:15Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/FfCKCxnuQSSjmcE6QKELWA.jpg,2018-06-12T18:10:48Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/eH51pPnIR_KzsatEXUh9LQ.jpg,2018-06-13T19:31:10Z,"iOS 13.4 iPhone10,4","53.338871,-6.256120",65
https://images.vivino.com/labels/-33e4VuIQmuxdVbXaSBHgg.jpg,2018-07-03T21:23:29Z,"iOS 13.4 iPhone10,4","40.093533,-75.363655",65
https://images.vivino.com/labels/9yjOxBPcT7WV_jq6ufNMyA.jpg,2018-07-03T21:25:14Z,"iOS 13.4 iPhone10,4","40.093540,-75.363663",65
https://images.vivino.com/labels/QbjbZ7BORjuUHIfTaSz2eg.jpg,2018-07-03T21:26:25Z,"iOS 13.4 iPhone10,4","40.093540,-75.363663",65
https://images.vivino.com/labels/Nx-jfpcjRWGF_iVaubMuYw.jpg,2018-07-03T21:27:48Z,"iOS 13.4 iPhone10,4","40.093540,-75.363663",65
https://images.vivino.com/labels/QUZDe57dTj6Jd8RIHOJ9cA.jpg,2018-07-03T21:28:36Z,"iOS 13.4 iPhone10,4","40.093540,-75.363663",65
https://images.vivino.com/labels/R4ipOE3YTPmBRrwtJxlsvA.jpg,2018-07-03T21:31:46Z,"iOS 13.4 iPhone10,4","40.093590,-75.363541",65
https://images.vivino.com/labels/ToVyBP3LTz2c5lxE8jHQ5w.jpg,2018-07-04T02:12:09Z,"iOS 13.4 iPhone10,4","39.984135,-75.267662",24
https://images.vivino.com/labels/KJ0-QGffQ32lxmzU9JXoDw.jpg,2018-07-04T16:19:10Z,"iOS 13.4 iPhone10,4","40.001965,-75.275528",65
https://images.vivino.com/labels/h7QSs93cQLSyA6XWnjDBtA.jpg,2018-07-06T17:15:00Z,"iOS 13.4 iPhone10,4","40.073048,-75.433655",65
https://images.vivino.com/labels/MHTZUTq5Q3-6XiDptZCxPA.jpg,2018-07-06T17:16:16Z,"iOS 13.4 iPhone10,4","40.073078,-75.433632",65
https://images.vivino.com/labels/oM5uYyzcT4Oyt_z1rf3G9w.jpg,2018-07-06T17:17:12Z,"iOS 13.4 iPhone10,4","40.073078,-75.433632",65
https://images.vivino.com/labels/4aoW1By_QpOwt3RPLKkORQ.jpg,2018-07-06T17:17:30Z,"iOS 13.4 iPhone10,4","40.073078,-75.433632",65
https://images.vivino.com/labels/v07zHJApSQSmd5a2cgeZCA.jpg,2018-07-09T22:46:57Z,"iOS 13.4 iPhone10,4","39.983757,-75.267830",65
https://images.vivino.com/labels/fPXE05q9RUGmMdm8U9sgcg.jpg,2018-07-18T22:30:07Z,"iOS 13.4 iPhone10,4","40.090061,-75.413689",32
https://images.vivino.com/labels/309-eu1KRpKjtW7rsayj3Q.jpg,2018-09-08T22:42:51Z,"iOS 13.4 iPhone10,4","38.958012,-77.360306",65
https://images.vivino.com/labels/O0hklv6PSTCwGxv3TZOxtA.jpg,2018-11-02T03:45:30Z,"iOS 13.4 iPhone10,4","37.783661,-122.432953",32
https://images.vivino.com/labels/kq8V4coIT3K7vTT5BaZAXQ.jpg,2018-11-06T20:04:54Z,"iOS 13.4 iPhone10,4","39.983822,-75.268082",26
https://images.vivino.com/labels/iPwXBGbTT_CjEVcPoW2DfA.jpg,2018-11-22T00:47:10Z,"iOS 13.4 iPhone10,4","40.093620,-75.363663",65
https://images.vivino.com/labels/HhSCA4q_RgGZMz82QhniWw.jpg,2018-11-22T00:48:57Z,"iOS 13.4 iPhone10,4","40.093601,-75.363716",65
https://images.vivino.com/labels/jUAVKczVTtGeKATl2S5JkA.jpg,2018-11-22T00:50:43Z,"iOS 13.4 iPhone10,4","40.093601,-75.363716",65
https://images.vivino.com/labels/s28lLm_eRBeqA3vh_WTzJg.jpg,2018-11-22T00:51:22Z,"iOS 13.4 iPhone10,4","40.093601,-75.363716",65
https://images.vivino.com/labels/Ls8yGFuLRymGZ7oaXyMfBw.jpg,2018-11-22T00:52:19Z,"iOS 13.4 iPhone10,4","40.093601,-75.363716",65
https://images.vivino.com/labels/u72HqgtdSTmas7AzinVmww.jpg,2018-11-22T00:53:54Z,"iOS 13.4 iPhone10,4","40.093525,-75.363777",65
https://images.vivino.com/labels/qb_J9aWNQHiZQXxMkQP6Tg.jpg,2018-11-22T00:54:58Z,"iOS 13.4 iPhone10,4","40.093601,-75.363678",65
https://images.vivino.com/labels/P2GFLjL_QgyJPX3RtzYhCA.jpg,2018-11-22T00:55:15Z,"iOS 13.4 iPhone10,4","40.093613,-75.363716",65
https://images.vivino.com/labels/Bw41nikfSoy3CcgNi6r4Fw.jpg,2018-11-22T01:30:38Z,"iOS 13.4 iPhone10,4","39.983829,-75.267822",32
https://images.vivino.com/labels/mV5GO7vCRG2oxZi4k_sr_A.jpg,2018-11-23T00:57:06Z,"iOS 13.4 iPhone10,4","39.983864,-75.267982",65
https://images.vivino.com/labels/soQqkMpSTpOEWX5Q4VAsEQ.jpg,2018-12-05T03:16:19Z,"iOS 13.4 iPhone10,4","36.115025,-115.149796",65
https://images.vivino.com/labels/BoaWmNpeTUCB_dyYWsRJag.jpg,2018-12-21T15:19:55Z,"iOS 13.4 iPhone10,4","39.983685,-75.268120",65
https://images.vivino.com/labels/4JSB_O94RbWsxxQVRFRPWA.jpg,2018-12-21T15:20:17Z,"iOS 13.4 iPhone10,4","39.983730,-75.268135",65
https://images.vivino.com/labels/ZNQCH5GTQRaTO2Ll4Uz7zA.jpg,2018-12-21T15:20:34Z,"iOS 13.4 iPhone10,4","39.983730,-75.268135",65
https://images.vivino.com/labels/wlkwi98lQ7quIU2Q88EVQQ.jpg,2018-12-21T15:21:03Z,"iOS 13.4 iPhone10,4","39.983730,-75.268135",65
https://images.vivino.com/labels/afX_YnfnTviHdiiIyGJEAg.jpg,2019-01-15T02:56:38Z,"iOS 13.4 iPhone10,4","43.680820,-114.364365",32
https://images.vivino.com/labels/1N5NKOTeTBOFzJZpH22cJA.jpg,2019-01-15T02:56:57Z,"iOS 13.4 iPhone10,4","43.680820,-114.364365",32
https://images.vivino.com/labels/9vjDYi_uQM2TpRopsxkgQQ.jpg,2019-01-17T21:53:42Z,"iOS 13.4 iPhone10,4","43.479214,-110.765450",32
https://images.vivino.com/labels/onSaAjVYTqSlIpqDGgrZAQ.jpg,2019-03-29T20:49:40Z,"iOS 13.4 iPhone10,4","39.983929,-75.267723",24
https://images.vivino.com/labels/6xxCVUJ5Q02w3ERsNoWgyg.jpg,2019-04-22T14:30:07Z,"iOS 13.4 iPhone10,4","39.983849,-75.267723",65
https://images.vivino.com/labels/jnXc_CioR2-nU1kYJauAbA.jpg,2019-04-22T14:32:42Z,"iOS 13.4 iPhone10,4","39.983868,-75.267456",32
https://images.vivino.com/labels/fkAYq5x5QpS6x1uWzMY4cQ.jpg,2019-04-22T14:33:18Z,"iOS 13.4 iPhone10,4","39.983868,-75.267456",32
https://images.vivino.com/labels/byTSsdKfRaauVObwqKzBzg.jpg,2019-04-22T14:35:21Z,"iOS 13.4 iPhone10,4","39.983868,-75.267456",32
https://images.vivino.com/labels/SwSPaF1ETkuOLkB_iBel8g.jpg,2019-04-22T14:36:15Z,"iOS 13.4 iPhone10,4","39.983665,-75.267532",32
https://images.vivino.com/labels/-OvmIiSJQ3GN4sWRsFTiZQ.jpg,2019-04-22T14:36:51Z,"iOS 13.4 iPhone10,4","39.983665,-75.267532",32
https://images.vivino.com/labels/hD5-y8R4T0eaM4E6vK4sBA.jpg,2019-04-22T14:37:25Z,"iOS 13.4 iPhone10,4","39.983665,-75.267532",32
https://images.vivino.com/labels/0pQxKI-9SbeLEmfD5Pfwmw.jpg,2019-04-22T14:38:35Z,"iOS 13.4 iPhone10,4","39.983665,-75.267532",32
https://images.vivino.com/labels/2tEvHdXVQU2_aQ0dezK08w.jpg,2019-04-22T14:39:05Z,"iOS 13.4 iPhone10,4","39.983665,-75.267532",32
https://images.vivino.com/labels/UZF5sjgbR8GuFXMFxDOVgQ.jpg,2019-04-22T14:39:39Z,"iOS 13.4 iPhone10,4","39.983665,-75.267532",32
https://images.vivino.com/labels/QLrZ28LjSuGHhfoOtnAOEQ.jpg,2019-04-22T14:40:12Z,"iOS 13.4 iPhone10,4","39.983665,-75.267532",32
https://images.vivino.com/labels/dkyS5QsdStKHbHhA-XfKig.jpg,2019-04-22T14:41:30Z,"iOS 13.4 iPhone10,4","39.983665,-75.267532",32
https://images.vivino.com/labels/vEaxybl0R9mGI-uW7aCuFw.jpg,2019-05-15T02:37:23Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/ASXzpdasSd6M-OZusAguFA.jpg,2019-05-22T00:10:38Z,"iOS 13.4 iPhone10,4","37.799351,-122.448135",65
https://images.vivino.com/labels/O-YCKuyXR3CrD6n3id5Glg.jpg,2019-05-22T02:37:16Z,"iOS 13.4 iPhone10,4","37.797085,-122.437538",65
https://images.vivino.com/labels/-e4bBdgXTPu8SlDEGzu-IQ.jpg,2019-07-15T12:45:09Z,"iOS 13.4 iPhone10,4","39.956459,-75.145966",65
https://images.vivino.com/labels/JAv42CUNSzetdeLdr_RCUg.jpg,2019-07-15T12:49:41Z,"iOS 13.4 iPhone10,4","39.956474,-75.145950",65
https://images.vivino.com/labels/jpBj_HVOQEq-cIpkLWCEUg.jpg,2019-08-14T23:07:38Z,"iOS 13.4 iPhone10,4","40.716003,-74.340096",32
https://images.vivino.com/labels/82C_mGtbRoOZLt_A43Qx8A.jpg,2019-11-22T03:53:26Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/ovKIY0BGTzieDl3yQRMOyw.jpg,2019-11-22T03:53:56Z,"iOS 13.4 iPhone10,4","37.796917,-122.437500",64
https://images.vivino.com/labels/xuormfFpQvqZY_fb-isAPw.jpg,2019-12-13T01:32:28Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/EH6TWurdSfWCESvwTbv-vQ.jpg,2019-12-24T20:02:09Z,"iOS 13.4 iPhone10,4","39.956444,-75.145958",65
https://images.vivino.com/labels/xle72y3HQRmmN446HFM1SA.jpg,2019-12-29T14:30:17Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/nBdnxtMlQ4ytQPpqS91OGA.jpg,2019-12-29T14:31:16Z,"iOS 13.4 iPhone10,4","40.001987,-75.275558",65
https://images.vivino.com/labels/O28lyXdOQYyqrBh3E5Z6xw.jpg,2019-12-29T14:32:20Z,"iOS 13.4 iPhone10,4","40.001987,-75.275558",65
https://images.vivino.com/labels/O2TiZ2UkRYiRS55_jWVC3g.jpg,2019-12-29T14:33:10Z,"iOS 13.4 iPhone10,4","40.001987,-75.275558",65
https://images.vivino.com/labels/BdAZ9llsTPael4OAGWF1Sg.jpg,2019-12-31T14:21:10Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/MQlNduzEQySZ7IMBjaunUA.jpg,2019-12-31T14:23:48Z,"iOS 13.4 iPhone10,4","39.942219,-75.155052",48
https://images.vivino.com/labels/QBqK72HuS62GcnYTTDCd9g.jpg,2019-12-31T14:24:58Z,"iOS 13.4 iPhone10,4","39.942219,-75.155052",48
https://images.vivino.com/labels/jFcYesjxQ1GlMDojrFqWlg.jpg,2019-12-31T14:27:00Z,"iOS 13.4 iPhone10,4","39.942204,-75.154732",65
https://images.vivino.com/labels/_zfqEI8mR1utO2mR3XF7Uw.jpg,2020-01-03T20:20:41Z,"iOS 13.4 iPhone10,4","39.950260,-75.159378",64
https://images.vivino.com/labels/WLbidO_LSxabLHSCGh-Muw.jpg,2020-01-03T20:32:17Z,"iOS 13.4 iPhone10,4","39.950306,-75.161041",193
https://images.vivino.com/labels/wJ_-LEkOQoirXPvsjxJBEg.jpg,2020-01-03T20:33:03Z,"iOS 13.4 iPhone10,4","39.950306,-75.161041",193
https://images.vivino.com/labels/Si8A-SvcRla8l3bMk_lshg.jpg,2020-01-25T11:36:22Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/w2BJ8JDoTayGoL7Wi4fHrg.jpg,2020-04-05T02:32:37Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/0BayxnJCSUShEB9VF1S2XQ.jpg,2020-04-05T02:33:14Z,"iOS 13.4 iPhone10,4","39.956432,-75.145943",65
https://images.vivino.com/labels/5PL9dccESpWmJMzaaDzg5Q.jpg,2020-04-05T02:34:00Z,"iOS 13.4 iPhone10,4","39.956432,-75.145943",65
https://images.vivino.com/labels/TbmFH574TSmYLNVMDTugYw.jpg,2020-04-05T02:35:12Z,"iOS 13.4 iPhone10,4","39.956432,-75.145943",65
https://images.vivino.com/labels/41lwBWWdQnybHC7Gk6mPnQ.jpg,2020-04-17T20:35:28Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/jNzMnohzQmGzv9-RkEquzg.jpg,2020-04-19T23:37:30Z,"iOS 13.4 iPhone10,4","39.956371,-75.145912",65
https://images.vivino.com/labels/5oTYcK67SeaBFZN6Re15wg.jpg,2020-04-19T23:38:34Z,"iOS 13.4 iPhone10,4","39.956371,-75.145912",65
https://images.vivino.com/labels/NKBPviSXQDqpm4ebwGX20g.jpg,2020-04-19T23:39:14Z,"iOS 13.4 iPhone10,4","39.956398,-75.145958",65
https://images.vivino.com/labels/FvGIxjnjR6-FhmtMP2dTog.jpg,2020-04-19T23:40:04Z,"iOS 13.4 iPhone10,4","39.956398,-75.145958",65
https://images.vivino.com/labels/_WEjtL5vS7W5Qya3x7RcNA.jpg,2020-04-19T23:40:36Z,"iOS 13.4 iPhone10,4","39.956398,-75.145958",65
https://images.vivino.com/labels/B6GoplUTSjeOco36R950dA.jpg,2020-04-19T23:42:24Z,"iOS 13.4 iPhone10,4","39.956398,-75.145958",65
https://images.vivino.com/labels/zcYJKCbKRJObAZZm-YbU0Q.jpg,2020-04-19T23:43:22Z,"iOS 13.4 iPhone10,4","39.956398,-75.145958",65
https://images.vivino.com/labels/8dvtCmXRSuuqUm9-WtBr2Q.jpg,2020-04-22T00:08:06Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/vHC6t0kNSCGxsS_uXqMJTA.jpg,2020-04-22T00:08:21Z,"iOS 13.4 iPhone10,4","39.956436,-75.145950",65
https://images.vivino.com/labels/P5IF-o6lRt69GK6258Kvcg.jpg,2020-04-22T13:56:21Z,"iOS 13.4 iPhone10,4","39.956863,-75.146484",65
https://images.vivino.com/labels/tlSveY3CRMews6uQcIZhOA.jpg,2020-04-22T13:57:14Z,"iOS 13.4 iPhone10,4","39.956863,-75.146484",65
https://images.vivino.com/labels/yRh6dwxFRNG_GCCibgw-iQ.jpg,2020-04-23T02:07:26Z,"iOS 13.4 iPhone10,4","39.956387,-75.145905",65
https://images.vivino.com/labels/ZAU0SXolQH-U8_khtORjyg.jpg,2020-04-24T01:52:22Z,"iOS 13.4 iPhone10,4","39.956444,-75.145943",65
https://images.vivino.com/labels/15XEL5XaScyUcUwZyjGyaQ.jpg,2020-04-24T01:55:22Z,"iOS 13.4 iPhone10,4","39.956444,-75.145943",65
https://images.vivino.com/labels/ZZXq1MuGQPiPU5cQsRsSkw.jpg,2020-04-24T01:57:24Z,"iOS 13.4 iPhone10,4","39.956440,-75.145943",65
https://images.vivino.com/labels/3wkcigb7SvOU260Ri5nV6A.jpg,2020-04-24T01:58:44Z,"iOS 13.4 iPhone10,4","39.956444,-75.145943",65
https://images.vivino.com/labels/E2dFNhAvQ12Jyv85T1irNA.jpg,2020-04-24T01:59:47Z,"iOS 13.4 iPhone10,4","39.956444,-75.145943",65
https://images.vivino.com/labels/2eLV4jqYT-qaIj9rW4EfFQ.jpg,2020-04-24T02:01:46Z,"iOS 13.4 iPhone10,4","39.956444,-75.145943",65
https://images.vivino.com/labels/JTDVSypMQye5s6lefvLBsg.jpg,2020-04-24T02:02:42Z,"iOS 13.4 iPhone10,4","39.956444,-75.145943",65
https://images.vivino.com/labels/C7z7SyKEQeeYLBAxm8JadQ.jpg,2020-04-24T02:04:53Z,"iOS 13.4 iPhone10,4","39.956356,-75.145920",65
https://images.vivino.com/labels/VLlPM-G6R2GoEqdJjxIwvQ.jpg,2020-04-24T02:05:33Z,"iOS 13.4 iPhone10,4","39.956356,-75.145920",65
https://images.vivino.com/labels/Qq7Wqy1RTn2yvud4xELJaw.jpg,2020-04-24T02:06:42Z,"iOS 13.4 iPhone10,4","39.956356,-75.145920",65
https://images.vivino.com/labels/rb5mGte7QyeWSXG_AofXfg.jpg,2020-04-24T22:03:20Z,"iOS 13.4 iPhone10,4","39.956406,-75.145905",65
https://images.vivino.com/labels/QIVhR0dSSIiTg6QJStWhIw.jpg,2020-04-24T22:52:13Z,"iOS 13.4 iPhone10,4","39.956394,-75.145912",65
https://images.vivino.com/labels/NuRhzEEZRpaPLNjtBT0NIQ.jpg,2020-04-25T18:13:03Z,"iOS 13.4 iPhone10,4",,
https://images.vivino.com/labels/0w4k5aKdSWeIcLMnp24Eag.jpg,2020-04-25T18:15:15Z,"iOS 13.4 iPhone10,4","39.956398,-75.145844",65
https://images.vivino.com/labels/UqXYa_XFReybhATsiQALcA.jpg,2020-04-25T18:16:39Z,"iOS 13.4 iPhone10,4","39.956398,-75.145844",65
https://images.vivino.com/labels/6DiMKQ2AS3CckynDpbtS1g.jpg,2020-04-25T18:17:32Z,"iOS 13.4 iPhone10,4","39.956398,-75.145844",65
