Winery,Wine name,Vintage,Region,Country,Regional wine style,Average rating,Scan date,Scan/Review Location,Your rating,Your review,Personal Note,Wine type,Drinking Window,Wishlisted date,Cellar count,Link to wine,Label image,Wine price
Chateau Ste. Michelle,Cabernet Sauvignon,2006,Columbia Valley,United States,Washington State Cabernet Sauvignon,3.76,12/24/19 20:02,,,,,Red Wine,,,,https://www.vivino.com/wines/1131520,https://images.vivino.com/labels/EH6TWurdSfWCESvwTbv-vQ.jpg,
Château Guiraud,Sauternes (Premier Grand Cru Classé),2015,Sauternes,France,Bordeaux Sauternes,4.31,12/31/19 14:23,,,,,Dessert Wine,,4/10/20 22:55,1,https://www.vivino.com/wines/18066005,https://images.vivino.com/labels/MQlNduzEQySZ7IMBjaunUA.jpg,
Yalumba,Museum Reserve Muscat,8888,Rutherglen,Australia,,4,12/31/19 14:24,,,,,Dessert Wine,,,1,https://www.vivino.com/wines/2108916,https://images.vivino.com/labels/QBqK72HuS62GcnYTTDCd9g.jpg,
Cruz Alta,Reserve Cabernet Sauvignon,2014,Mendoza,Argentina,Argentinian Cabernet Sauvignon,3.62,1/25/20 11:36,,,,,Red Wine,,,,https://www.vivino.com/wines/19076656,https://images.vivino.com/labels/Si8A-SvcRla8l3bMk_lshg.jpg,
Bouchard Aîné & Fils,Pinot Noir Bourgogne,2018,Bourgogne,France,Burgundy Red,3.54,4/5/20 2:32,,,,Wine class 1,Red Wine,,,,https://www.vivino.com/wines/157179937,https://images.vivino.com/labels/w2BJ8JDoTayGoL7Wi4fHrg.jpg,
Wines from Hahn Estate,SLH Pinot Noir,2017,Santa Lucia Highlands,United States,Californian Pinot Noir,3.92,4/5/20 2:33,,,,Wine class 1,Red Wine,,,,https://www.vivino.com/wines/150499879,https://images.vivino.com/labels/0BayxnJCSUShEB9VF1S2XQ.jpg,
DeLoach,Heritage Reserve Chardonnay,2018,California,United States,Californian Chardonnay,3.55,4/5/20 2:34,,5,,Wine class 1,White Wine,,,1,https://www.vivino.com/wines/156843495,https://images.vivino.com/labels/5PL9dccESpWmJMzaaDzg5Q.jpg,
Giesen,Sauvignon Blanc,2019,Marlborough,New Zealand,New Zealand Sauvignon Blanc,3.83,4/5/20 2:35,,2.5,Not too strong fruit.   Nice but not stellar.  Tasting on class 1,Wine class 1,White Wine,,,,https://www.vivino.com/wines/159368514,https://images.vivino.com/labels/TbmFH574TSmYLNVMDTugYw.jpg,
Château Puygueraud,Francs - Côtes de Bordeaux,2016,Francs - Côtes de Bordeaux,France,Bordeaux Red,3.58,4/17/20 20:35,,,,,Red Wine,,,1,https://www.vivino.com/wines/133121396,https://images.vivino.com/labels/41lwBWWdQnybHC7Gk6mPnQ.jpg,
Matua,Sauvignon Blanc Hawke's Bay,2019,Hawke's Bay,New Zealand,New Zealand Sauvignon Blanc,3.85,4/19/20 23:37,,,,Wine Class 3 Blind Tasting.   Good Sav Blanc,White Wine,,,,https://www.vivino.com/wines/160137596,https://images.vivino.com/labels/jNzMnohzQmGzv9-RkEquzg.jpg,
La Crema,Sonoma Coast Pinot Noir,2017,Sonoma Coast,United States,Californian Pinot Noir,3.94,4/19/20 23:38,,,,Wine Class 3 Blind Tasting.,Red Wine,,,,https://www.vivino.com/wines/150374907,https://images.vivino.com/labels/5oTYcK67SeaBFZN6Re15wg.jpg,
Los Vascos,Cabernet Sauvignon,2018,Colchagua Valley,Chile,Chilean Cabernet Sauvignon,3.39,4/19/20 23:39,,,,Wine class 3 Blind Tasting,Red Wine,,,,https://www.vivino.com/wines/156170922,https://images.vivino.com/labels/NKBPviSXQDqpm4ebwGX20g.jpg,
Broadbent,Branco,8888,Vinho Verde,Portugal,Portuguese Vinho Verde White,3.9,4/19/20 23:40,,,,Wine Class 4 - food pairing.  Nice light crisp white wine,White Wine,,,,https://www.vivino.com/wines/2290921,https://images.vivino.com/labels/FvGIxjnjR6-FhmtMP2dTog.jpg,
Saracco,Moscato d'Asti,2019,Moscato d'Asti,Italy,Italian Moscato d'Asti,4.13,4/19/20 23:40,,4.5,Refreshing easy to drink.  ,Wine class 4 - food pairing.    Excellent refreshing wine.   Off-Dry White.,Sparkling,,,2,https://www.vivino.com/wines/159567859,https://images.vivino.com/labels/_WEjtL5vS7W5Qya3x7RcNA.jpg,
Louis Jadot,Beaujolais-Villages,2016,Beaujolais-Villages,France,Beaujolais Red,3.61,4/19/20 23:42,,,,Wine class 4 - food pairing.   Light crisp red.,Red Wine,,,,https://www.vivino.com/wines/118768169,https://images.vivino.com/labels/B6GoplUTSjeOco36R950dA.jpg,
Parducci,Small Lot Blend Petite Sirah,2016,Mendocino County,United States,,3.56,4/19/20 23:43,,,,Wine class 4 - food pairing.    Full tannic red,Red Wine,,,,https://www.vivino.com/wines/141616442,https://images.vivino.com/labels/zcYJKCbKRJObAZZm-YbU0Q.jpg,
Vite Colte,La Casa In Collina Barbaresco,2015,Barbaresco,Italy,Italian Barbaresco,3.68,4/22/20 0:08,,,,,Red Wine,,,,https://www.vivino.com/wines/21094292,https://images.vivino.com/labels/vHC6t0kNSCGxsS_uXqMJTA.jpg,
Billaud-Simon,Chablis,2017,Chablis,France,Burgundy Chablis,3.79,4/22/20 13:56,,,,Wine Class 2 - wines of the world,White Wine,,,,https://www.vivino.com/wines/152739273,https://images.vivino.com/labels/P5IF-o6lRt69GK6258Kvcg.jpg,
Fèlsina,Berardenga Chianti Classico,2016,Chianti Classico,Italy,Italian Chianti,3.75,4/22/20 13:57,,,,Wine Class 2 - wines of the world,Red Wine,,,,https://www.vivino.com/wines/125565462,https://images.vivino.com/labels/tlSveY3CRMews6uQcIZhOA.jpg,
Dr. Loosen,Dr. L Riesling,2018,Mosel,Germany,German Riesling,3.84,4/23/20 2:07,,,,Wine class 2 - wines of the world,White Wine,,,1,https://www.vivino.com/wines/156296643,https://images.vivino.com/labels/yRh6dwxFRNG_GCCibgw-iQ.jpg,
Roederer Estate,Brut,8888,Anderson Valley,United States,Californian Sparkling,3.86,4/24/20 1:55,,4,,Wine class 5 - intro to California,Sparkling,,,,https://www.vivino.com/wines/2133915,https://images.vivino.com/labels/15XEL5XaScyUcUwZyjGyaQ.jpg,
Wines from Hahn Estate,SLH Pinot Noir,2018,Santa Lucia Highlands,United States,Californian Pinot Noir,3.92,4/24/20 1:57,,,,Wine class 5 - intro to California,Red Wine,,,,https://www.vivino.com/wines/156208129,https://images.vivino.com/labels/ZZXq1MuGQPiPU5cQsRsSkw.jpg,
Qupé,Grenache Sawyer Lindquist Vineyard,2016,Edna Valley,United States,,3.9,4/24/20 1:58,,,,Wine class 5 - intro to California,Red Wine,,,,https://www.vivino.com/wines/156596687,https://images.vivino.com/labels/3wkcigb7SvOU260Ri5nV6A.jpg,
The Hess Collection,Allomi Cabernet Sauvignon,2017,Napa Valley,United States,Napa Valley Cabernet Sauvignon,4.08,4/24/20 1:59,,,,Wine class 5 - intro to California,Red Wine,,,,https://www.vivino.com/wines/151616724,https://images.vivino.com/labels/E2dFNhAvQ12Jyv85T1irNA.jpg,
Lanson,Black Label Champagne Brut,8888,Champagne,France,French Champagne,3.82,4/24/20 2:01,,,,Wine class 6 - intro to France,Sparkling,,,,https://www.vivino.com/wines/2057230,https://images.vivino.com/labels/2eLV4jqYT-qaIj9rW4EfFQ.jpg,
Château de Sancerre,Sancerre Blanc,2018,Sancerre,France,Upper Loire White,3.95,4/24/20 2:02,,,,Wine class 6 - intro to France,White Wine,,,,https://www.vivino.com/wines/156547083,https://images.vivino.com/labels/JTDVSypMQye5s6lefvLBsg.jpg,
Faiveley,Mercurey 'Les Villeranges',2017,Mercurey,France,Burgundy Côte Chalonnaise Red,3.86,4/24/20 2:04,,,,Wine class 6 - intro to France,Red Wine,,,,https://www.vivino.com/wines/156628884,https://images.vivino.com/labels/C7z7SyKEQeeYLBAxm8JadQ.jpg,
Paul Jaboulet Aîné,Gigondas Pierre Aiguille,2016,Gigondas,France,Southern Rhône Red,3.78,4/24/20 2:05,,,,Wine class 6 - intro to France,Red Wine,,,,https://www.vivino.com/wines/147127151,https://images.vivino.com/labels/VLlPM-G6R2GoEqdJjxIwvQ.jpg,
Diving Into Hampton Water,Rosé,2018,Vin de France,France,,4.01,4/24/20 2:06,,3.5,Grenache.  Note: West side of Rhône valley.   Super light though.    Taste comes out more when agitated.  Dry rose,Special purchase wine.com bin jovi tasting,Rosé Wine,,,,https://www.vivino.com/wines/156676615,https://images.vivino.com/labels/Qq7Wqy1RTn2yvud4xELJaw.jpg,
Domaine Huet,Vouvray Le Mont Moelleux Première Trie,2018,Vouvray,France,,4.34,4/24/20 22:03,,5,,Sauternes-like.   But not as heavy.  Smooth. Sweet.  A bit syrupy.  Great taste.  Acidic with sweetness.   Is it lemon like sweetness?,Dessert Wine,,,,https://www.vivino.com/wines/160500948,https://images.vivino.com/labels/rb5mGte7QyeWSXG_AofXfg.jpg,
Fontanafredda,Gavi di Gavi,2018,Gavi,Italy,Italian Gavi,3.86,4/25/20 18:13,,,,Not sure how I found this fontanafredda.,White Wine,,,1,https://www.vivino.com/wines/156147205,https://images.vivino.com/labels/NuRhzEEZRpaPLNjtBT0NIQ.jpg,
Fontanafredda,Briccotondo Dolcetto,2016,Langhe,Italy,Northern Italy Red,3.41,4/25/20 18:15,,,,,Red Wine,,,1,https://www.vivino.com/wines/137650540,https://images.vivino.com/labels/0w4k5aKdSWeIcLMnp24Eag.jpg,
Fontanafredda,Briccotondo Barbera,2018,Piemonte,Italy,Italian Barbera,3.58,4/25/20 18:16,,,,,Red Wine,,,1,https://www.vivino.com/wines/156925725,https://images.vivino.com/labels/UqXYa_XFReybhATsiQALcA.jpg,
Batasiolo,Dolcetto d'Alba,2017,Dolcetto d'Alba,Italy,Northern Italy Red,3.34,4/25/20 18:17,,,,,Red Wine,,,1,https://www.vivino.com/wines/152288338,https://images.vivino.com/labels/6DiMKQ2AS3CckynDpbtS1g.jpg,
